payment_type,date,year,total_fare,total_tips,total_tolls,total_extras,trip_total,total_trp_miles,total_trip_minutes
Mobile,2023-08-13,2023,36051.56,7343.4999999999964,47.5,1910.6699999999998,45565.23,10606.179999999989,33087.883333333331
Mobile,2023-08-14,2023,41806.349999999991,8540.3500000000022,7,1668.55,52315.7500000001,10974.069999999996,39953.833333333328
Mobile,2023-08-15,2023,46172.75,9501.36,51.019999999999996,1545,57588.630000000077,12230.589999999998,47341.133333333382
Mobile,2023-08-16,2023,43927.7,9194.2399999999943,28.01,1351.69,54828.590000000142,11534.89,47314.099999999904
Mobile,2023-08-17,2023,49284.310000000012,10250.810000000001,8,1423,61296.620000000039,12850.250000000004,50134.883333333273
Mobile,2023-08-18,2023,44553.44,8912.8700000000026,38.8,1531.09,55302.650000000045,11743.220000000001,46532.799999999945
Mobile,2023-08-19,2023,41552.230000000018,8534.0799999999945,9,1064.2,51334.510000000082,10155.260000000017,43374.6666666666
Mobile,2023-08-20,2023,37599.760000000009,7520.0899999999983,8,1531.8,46871.65000000006,10620.479999999998,35381.099999999991
Mobile,2023-08-21,2023,36209.380000000019,7405.7899999999936,17,1644.85,45534.02000000007,10236.929999999997,32741.299999999988
Mobile,2023-08-22,2023,37405.819999999985,7797.69999999999,5,1320.4099999999999,46807.380000000063,9522.8299999999981,36009.483333333337
Mobile,2023-08-23,2023,44865.870000000024,9460.6500000000087,4.5,1399.44,56051.960000000217,10786.07,46026.116666666683
Mobile,2023-08-24,2023,58771.10000000002,12134.350000000042,13.74,1532.4299999999998,72777.120000000126,14104.430000000013,60828.89999999998
Mobile,2023-08-25,2023,46660.880000000048,9641.61,11.5,1474.5,58041.990000000107,12048.000000000004,47796.166666666664
Mobile,2023-08-26,2023,30197.080000000009,6380.5799999999936,6.01,857.23,37609.400000000052,7476.2099999999982,29375.216666666689
Mobile,2023-08-27,2023,30312.530000000006,6078.9899999999961,11,1862.65,38493.670000000027,9130.0899999999929,27573.750000000015
Mobile,2023-08-28,2023,32596.54,6781.5199999999932,6,1515.4,41160.960000000079,9016.779999999997,29349.483333333337
Mobile,2023-08-29,2023,34541.070000000007,7213.1999999999925,19.4,1078.58,43127.250000000051,8667.029999999997,35384.51666666667
Mobile,2023-08-30,2023,41949.910000000011,8832.5799999999872,14,1224.08,52320.570000000065,10497.319999999996,43966.86666666664
Mobile,2023-08-31,2023,45408.020000000019,9218.3900000000358,6,1355.23,56296.639999999774,11852.980000000003,47576.316666666717
Mobile,2023-09-01,2023,43809.739999999991,8697.74000000003,10.01,1396.6799999999998,54158.669999999838,11720.23000000001,45405.583333333314
Mobile,2023-09-02,2023,26472.570000000011,5494.4600000000082,9.5,886.75,33020.780000000042,6933.3299999999908,24653.533333333329
Mobile,2023-09-03,2023,26619.290000000015,5458.1900000000014,8.5,897.61,33134.090000000106,6849.0699999999888,25026.566666666666
Mobile,2023-09-04,2023,31214.580000000005,6025.0600000000013,0,1915.59,39393.679999999971,9240.1600000000053,25908.766666666659
Mobile,2023-09-05,2023,39368.749999999927,8139.560000000035,24.5,1632.8799999999999,49479.139999999839,10818.500000000005,37834.833333333278
Mobile,2023-09-06,2023,41288.389999999927,8769.58000000004,2,1473.48,51880.449999999815,10832.680000000008,41740.516666666612
Mobile,2023-09-07,2023,46839.979999999989,9701.2700000000368,8.75,1496.3500000000001,58412.299999999756,12159.919999999982,47877.250000000087
Mobile,2023-09-08,2023,48110.680000000022,9974.9600000000428,22.3,1660.0900000000001,60090.529999999679,12745.110000000006,47519.133333333404
Mobile,2023-09-09,2023,32682.309999999987,6875.9400000000205,26.9,1236,41046.649999999958,8513.6099999999933,32989.633333333382
Mobile,2023-09-10,2023,37851.659999999982,7654.0500000000065,29,1985.24,47777.949999999975,11347.570000000002,34017.216666666653
Mobile,2023-09-11,2023,50769.810000000027,10269.240000000058,11,2157.6000000000004,63559.099999999715,14170.180000000018,50878.116666666632
Mobile,2023-09-12,2023,45915.160000000033,9590.850000000064,10.26,1871.25,57759.019999999793,12308.410000000003,44900.333333333336
Mobile,2023-09-13,2023,49922.319999999949,10333.860000000061,16.5,1877.28,62561.959999999708,13670.849999999993,50416.016666666583
Mobile,2023-09-14,2023,55067.089999999982,11292.690000000033,73.76,2146,68963.539999999877,14999.940000000011,56282.8666666666
Mobile,2023-09-15,2023,56913.020000000077,11505.280000000057,42.01,1865.1,70646.4099999995,15094.199999999973,61220.250000000029
Mobile,2023-09-16,2023,36974.999999999964,7578.8800000000138,8,938,45643.729999999821,9519.4700000000066,39048.233333333315
Mobile,2023-09-17,2023,35574.650000000009,7147.2200000000148,20,1841.6,44808.919999999947,10699.940000000011,30237.916666666646
Mobile,2023-09-18,2023,42328.280000000064,8589.33000000004,21.55,1917.5,53191.659999999836,12263.700000000035,38101.883333333317
Mobile,2023-09-19,2023,55290.36000000003,11527.310000000107,29.85,1935.67,69195.639999999665,13812.890000000005,59855.133333333331
Mobile,2023-09-20,2023,54874.319999999963,11243.640000000059,27,2029.75,68568.7099999998,14389.270000000002,56505.450000000092
Mobile,2023-09-21,2023,65225.929999999942,13296.690000000073,26.759999999999998,2499.9399999999996,81485.319999999934,16955.910000000011,69642.099999999991
Mobile,2023-09-22,2023,55945.419999999976,11576.220000000076,48.769999999999996,2144.9,70057.309999999838,15077.609999999973,57494.983333333344
Mobile,2023-09-23,2023,39470.590000000011,8145.91000000002,4,1066.5,48889.949999999953,9651.9200000000164,40103.183333333312
Mobile,2023-09-24,2023,39148.230000000018,7809.910000000018,29.3,2008.5,49261.889999999825,11375.990000000009,33702.583333333358
Mobile,2023-09-25,2023,39435.720000000059,8177.6300000000438,13.27,1840,49792.6199999998,11360.250000000009,34769.316666666666
Mobile,2023-09-26,2023,46362.789999999979,9708.4100000000853,13.5,1989.9,58458.099999999722,12234.370000000034,47259.849999999991
Mobile,2023-09-27,2023,47815.48000000001,9973.1200000000536,28.01,1747.56,59964.119999999741,12858.120000000008,47912.2
Mobile,2023-09-28,2023,59768.430000000037,12180.080000000044,9,1937.6599999999999,74294.669999999809,15499.900000000018,62757.749999999964
Mobile,2023-09-29,2023,47122.700000000041,9780.650000000016,27.41,1792.95,59054.709999999766,12920.250000000022,46775.700000000012
Mobile,2023-09-30,2023,14988.840000000002,3121.3900000000003,36,1254,19630.729999999996,4875.2699999999968,14319.416666666666
Mobile,2023-10-01,2023,19284.279999999995,3909.92,6,1951,25413.199999999986,6815.4800000000041,17365.583333333328
Mobile,2023-10-02,2023,42000.280000000035,8554.9300000000421,35,2243.75,53222.959999999963,12293.319999999996,37850.149999999965
Mobile,2023-10-03,2023,44208.399999999936,9008.5400000000063,6,1499.27,55125.660000000134,11790.749999999995,45589.633333333317
Mobile,2023-10-04,2023,54289.190000000031,10963.789999999979,14,1850.07,67503.0500000002,13891.350000000009,56334.866666666574
Mobile,2023-10-05,2023,59654.970000000016,11890.239999999971,46.95,2273.45,74303.010000000184,16049.400000000007,62105.866666666705
Mobile,2023-10-06,2023,59071.659999999967,11587.429999999962,12.5,1944.99,73020.530000000217,15642.399999999991,65814
Mobile,2023-10-07,2023,38833.990000000042,7752.0700000000143,9.51,1163.58,47984.55000000025,9969.5299999999861,38313.73333333333
Mobile,2023-10-08,2023,38068.179999999986,7510.6400000000067,28.51,1984.37,47833.70000000015,11223.029999999982,32820.53333333334
Mobile,2023-10-09,2023,44317.29,8970.7499999999964,70.8,2402,56115.340000000084,13368.249999999993,39514.399999999936
Mobile,2023-10-10,2023,47472.210000000014,9595.7499999999854,6,1735.78,59190.240000000209,13169.640000000009,45852.999999999971
Mobile,2023-10-11,2023,56819.040000000045,11412.779999999939,19.25,2119.5,70803.069999999963,15289.630000000005,59560.666666666679
Mobile,2023-10-12,2023,67137.009999999922,13237.279999999937,15.42,2162,83001.710000000137,18065.809999999998,67381.2833333334
Mobile,2023-10-13,2023,62001.300000000134,12325.599999999944,43.5,1665.1399999999999,76377.9400000004,16358.269999999999,65336.183333333451
Mobile,2023-10-14,2023,43170.870000000024,8678.8000000000065,13.5,1279,53367.670000000173,11109.830000000007,41379.616666666654
Mobile,2023-10-15,2023,40578.41,7986.7800000000125,5.75,2027.31,50866.650000000031,11694.920000000006,35428.33333333335
Mobile,2023-10-16,2023,45960.000000000015,9169.2200000000121,61.75,1948.01,57483.980000000221,13095.879999999994,41162.733333333323
Mobile,2023-10-17,2023,48333.709999999919,9931.10999999999,3,1746.25,60388.07000000016,12466.980000000009,53714.5333333333
Mobile,2023-10-18,2023,53078.230000000032,10790.849999999977,19.5,1929.25,66221.330000000249,14033.089999999987,53784.866666666676
Mobile,2023-10-19,2023,65920.439999999988,13352.099999999919,33,2275.25,82019.79000000011,17261.849999999988,69784.500000000247
Mobile,2023-10-20,2023,52661.460000000021,10668.750000000004,13.26,1762.1,65411.070000000109,14561.809999999996,52786.016666666677
Mobile,2023-10-21,2023,44152.130000000063,8961.820000000007,8.72,1086,54404.620000000134,10949.320000000025,48040.9833333334
Mobile,2023-10-22,2023,42121.03000000005,8404.0000000000127,30,2307.12,53151.65,12439.900000000016,37483.549999999952
Mobile,2023-10-23,2023,44782.620000000017,9048.71,36,2169.75,56400.030000000028,13337.169999999991,40024.116666666625
Mobile,2023-10-24,2023,43819.649999999994,8985.4,9.41,1791.07,54948.030000000166,11715.169999999995,43932.516666666728
Mobile,2023-10-25,2023,59178.410000000084,11706.679999999946,21.3,2209.7,73541.090000000288,15422.75999999998,65159.383333333222
Mobile,2023-10-26,2023,61082.009999999973,12213.399999999949,18,2298.95,76039.859999999942,16697.96999999999,62889.366666666814
Mobile,2023-10-27,2023,51656.680000000037,10322.519999999982,32.45,1780.25,64123.1500000002,13962.86999999999,51872.39999999998
Mobile,2023-10-28,2023,40118.340000000011,8108.3700000000126,14.5,1033,49479.960000000057,10027.209999999985,39210.399999999972
Mobile,2023-10-29,2023,42796.789999999906,8457.9599999999882,48.25,1971.87,53515.320000000094,12079.56,36620.949999999932
Mobile,2023-10-30,2023,32793.520000000011,6628.6700000000155,9.5,1295.35,41027.040000000015,9179.7600000000075,29453.866666666672
Mobile,2023-10-31,2023,37592.289999999986,7733.7500000000064,29,1147,46789.94000000017,9445.3200000000179,37510.466666666638
Mobile,2023-11-01,2023,53,12.16,0,4,69.66,17.75,42.166666666666671
No Charge,2020-01-01,2020,854.88,42.5,0,66.5,963.88,94.799999999999983,280
No Charge,2020-01-02,2020,410.75,2,4.5,60,477.25,96.4,239
No Charge,2020-01-03,2020,768,0,0,19,787,63.7,302
No Charge,2020-01-04,2020,558.5,6,0,28.5,593,65.499999999999986,215
No Charge,2020-01-05,2020,875.4,32,0,91,998.4,202.3,465
No Charge,2020-01-06,2020,754.25,7.8,0,77.5,839.55,245.29999999999998,500
No Charge,2020-01-07,2020,459,2,0,6,467,39.4,207
No Charge,2020-01-08,2020,1045.26,31.5,0,126.5,1203.26,174.2,723
No Charge,2020-01-09,2020,1002.65,7.15,0,50,1059.8,192.60000000000002,723
No Charge,2020-01-10,2020,664.25,0,3.8,39,707.05,123.79999999999998,405
No Charge,2020-01-11,2020,214.75,1.75,0,6,222.5,41.9,177
No Charge,2020-01-12,2020,526.25,37.6,0,44.5,608.35,69,314
No Charge,2020-01-13,2020,674.6,0,0,29.5,704.1,157.5,552
No Charge,2020-01-14,2020,1674.27,19,0,41,1734.27,66.8,411
No Charge,2020-01-15,2020,581.85,33.65,0,47.5,663,32.5,294
No Charge,2020-01-16,2020,1071.1,14,0,100,1185.1,230.19999999999993,863
No Charge,2020-01-17,2020,1052.1,19,0,60.25,1131.35,193.3,828
No Charge,2020-01-18,2020,728,2,0,55.5,785.5,124.9,658
No Charge,2020-01-19,2020,962.2,35.4,0,26.619999999999997,1024.22,44.599999999999994,181
No Charge,2020-01-20,2020,848.85,30.4,0,45.12,924.37,123.5,321
No Charge,2020-01-21,2020,1015.3599999999999,10,0,11.5,1036.86,66.100000000000009,524
No Charge,2020-01-22,2020,509.95,9,0,17,535.95,69.9,423
No Charge,2020-01-23,2020,907.25,0,0,32,939.25,121.1,573
No Charge,2020-01-24,2020,643.44,10,1.9,58,713.34,111.30000000000001,624
No Charge,2020-01-25,2020,353.15,10,0,24.5,387.65,72.9,302
No Charge,2020-01-26,2020,1215.5,21.9,0,49.5,1286.9,168.1,491
No Charge,2020-01-27,2020,574.05,4.2200000000000006,2.1,36,616.37,148.39999999999998,486
No Charge,2020-01-28,2020,438,0,0,22,460,73.300000000000011,348
No Charge,2020-01-29,2020,744.9,11.8,0,18.5,775.2,101.79999999999998,613
No Charge,2020-01-30,2020,489.40999999999997,0,0,24.5,513.91,66.800000000000011,325
No Charge,2020-01-31,2020,920,15,5.9,116.5,1057.4,206.9,818
No Charge,2020-02-01,2020,384.2,11,0,25.5,420.7,15.2,190
No Charge,2020-02-02,2020,999.81000000000006,15,0,73.5,1088.3100000000002,102.60000000000001,277
No Charge,2020-02-03,2020,1102.75,0,3.8,40,1146.55,180.9,826
No Charge,2020-02-04,2020,782.5,21,1.8,48,853.3,100.6,591
No Charge,2020-02-05,2020,474.25,0,0,17.5,491.75,103.5,454
No Charge,2020-02-06,2020,868,0,1.8,79.62,949.42,212.4,648
No Charge,2020-02-07,2020,496.25,0,2.5,17,515.75,86.7,420
No Charge,2020-02-08,2020,605,11.5,0,16,632.5,52.4,224
No Charge,2020-02-09,2020,630.51,33,0,44.870000000000005,708.38,112.69999999999999,337
No Charge,2020-02-10,2020,740,5,3,76,824,182,601
No Charge,2020-02-11,2020,552.75,0,0,25,577.75,88.299999999999983,447
No Charge,2020-02-12,2020,560.76,11.4,0,25.5,597.66,107,541
No Charge,2020-02-13,2020,967,9,0,66,1042,119.39999999999999,669
No Charge,2020-02-14,2020,1337.75,124.7,9,86,1557.45,136,595
No Charge,2020-02-15,2020,1533.3,0,0,111,1644.3,176.7,570
No Charge,2020-02-16,2020,613,8.4,0,29,650.4,132.7,418
No Charge,2020-02-17,2020,808.55,3.33,0,29,840.88,134.4,428
No Charge,2020-02-18,2020,1117.11,16.15,4.05,69.87,1207.1799999999998,298.90000000000003,877
No Charge,2020-02-19,2020,679.5,2,0,31.5,713,122.7,535
No Charge,2020-02-20,2020,1245.7,0,9,96.09,1350.79,173.29999999999998,810
No Charge,2020-02-21,2020,1050.3,12,0,60.5,1122.8,166.8,867
No Charge,2020-02-22,2020,534,0,0,33.5,567.5,107.50000000000001,490
No Charge,2020-02-23,2020,846.35,38.5,0,20.8,905.65000000000009,89,324
No Charge,2020-02-24,2020,959.75,2,1.9,62,1025.65,196.2,688
No Charge,2020-02-25,2020,655.25,0,0,50,705.25,135.5,579
No Charge,2020-02-26,2020,866.16000000000008,0,0,26,892.16000000000008,138.3,544
No Charge,2020-02-27,2020,1083.5,3.5,0,73,1160,216.3,813
No Charge,2020-02-28,2020,1124.26,2.4,0,23,1149.6599999999999,104.9,833
No Charge,2020-02-29,2020,1492.77,5.65,0,33.5,1531.92,71.899999999999991,329
No Charge,2020-03-01,2020,527.5,2,0,28.5,558,98.000000000000014,466
No Charge,2020-03-02,2020,862.25,4,9,114.5,989.75,182.29999999999995,572
No Charge,2020-03-03,2020,568.5,3.5,0,28.5,600.5,129,463
No Charge,2020-03-04,2020,1061.5,6.95,0,27.5,1095.95,181.60000000000005,648
No Charge,2020-03-05,2020,947.35,8,0,38,993.35,195.49999999999997,625
No Charge,2020-03-06,2020,546,10.95,0,69.5,626.45,100.49999999999999,507
No Charge,2020-03-07,2020,638.35,0,0,28.5,666.85,52.8,373
No Charge,2020-03-08,2020,619.2,5,0,32.5,656.7,88.1,293
No Charge,2020-03-09,2020,501.25,0,1.8,17,520.05,109.9,448
No Charge,2020-03-10,2020,540.75,9.73,8,96.5,654.98,104.99999999999997,483
No Charge,2020-03-11,2020,814.3,11.25,6,46.5,878.05,77.8,385
No Charge,2020-03-12,2020,674.75,0,0,22,696.75,111.20000000000002,484
No Charge,2020-03-13,2020,904.9,25,1.9,56.5,988.3,61.599999999999994,295
No Charge,2020-03-14,2020,243.5,1,0,11.5,256,30.2,71
No Charge,2020-03-15,2020,504.75,6.5,4,61,576.25,104.8,226
No Charge,2020-03-16,2020,439.25,3,0,32.5,474.75,106.4,267
No Charge,2020-03-17,2020,1175.65,9.5,1.8,55.25,1242.2,68.8,265
No Charge,2020-03-18,2020,56,0,0,0,56,0,39
No Charge,2020-03-19,2020,23.75,0,0,0,23.75,3.2,21
No Charge,2020-03-20,2020,64.75,5,0,0,69.75,0,1
No Charge,2020-03-21,2020,72.25,0,0,13,85.25,12.7,59
No Charge,2020-03-22,2020,23,0,0,4,27,8.7,16
No Charge,2020-03-23,2020,57.9,0,0,0,57.9,14.1,24
No Charge,2020-03-24,2020,63.25,0,0,0,63.25,1.1,6
No Charge,2020-03-25,2020,221.21,0,0,3.03,224.24,0,0
No Charge,2020-03-26,2020,70.3,0,0,0,70.3,0,0
No Charge,2020-03-27,2020,30,0,0,0,30,1.7999999999999998,8
No Charge,2020-03-28,2020,43.75,0,0,3,46.75,0,0
No Charge,2020-03-29,2020,77.5,0,0,0,77.5,0,0
No Charge,2020-03-30,2020,95.25,0,0,0,95.25,0,9
No Charge,2020-03-31,2020,20.25,5,0,0,25.25,0.5,4
No Charge,2020-04-01,2020,101.5,0,0,0,101.5,0,0
No Charge,2020-04-02,2020,99.5,0,9,44,152.5,0,36
No Charge,2020-04-03,2020,89,2,0,0,91,0,0
No Charge,2020-04-04,2020,34.5,0,0,0,34.5,0,0
No Charge,2020-04-05,2020,118.8,0,0,4.5,123.3,0,0
No Charge,2020-04-06,2020,23,0,0,0,23,0,0
No Charge,2020-04-07,2020,73.75,0,0,5,78.75,25.5,36
No Charge,2020-04-09,2020,26.5,0,0,7,33.5,8.5,17
No Charge,2020-04-10,2020,53.95,0,0,0,53.95,0,0
No Charge,2020-04-11,2020,56,0,0,0,56,0,0
No Charge,2020-04-15,2020,83.75,0,0,0,83.75,5.3000000000000007,13
No Charge,2020-04-16,2020,30,8,0,0,38,0,0
No Charge,2020-04-18,2020,96,0,0,0,96,0,0
No Charge,2020-04-19,2020,8.5,0,0,0,8.5,0,0
No Charge,2020-04-20,2020,3.25,0,0,0,3.25,0,0
No Charge,2020-04-21,2020,68.5,0,0,0,68.5,4.6,92
No Charge,2020-04-22,2020,74,0,0,0,74,0,0
No Charge,2020-04-23,2020,67.25,0,0,0,67.25,0.8,1
No Charge,2020-04-24,2020,15.8,1.5,0,0,17.3,0,0
No Charge,2020-04-25,2020,80,12,0,0,92,0,0
No Charge,2020-04-26,2020,106.25,0,0,5.5,111.75,40,89
No Charge,2020-04-27,2020,40,0,0,0,40,0,0
No Charge,2020-04-28,2020,34.5,0,0,0,34.5,0,0
No Charge,2020-04-29,2020,61.75,0,0,1,62.75,0,15
No Charge,2020-04-30,2020,27,0,0,0,27,0,0
No Charge,2020-05-01,2020,47.75,2,0,0,49.75,0,0
No Charge,2020-05-02,2020,6,0,0,0,6,1.1,4
No Charge,2020-05-03,2020,127,5,0,0,132,38.4,44
No Charge,2020-05-04,2020,5.75,0,0,9,14.75,0.9,4
No Charge,2020-05-05,2020,159,0,0,0,159,0,0
No Charge,2020-05-08,2020,109.4,0,0,0,109.4,0,0
No Charge,2020-05-10,2020,15.75,0,0,0,15.75,0,0
No Charge,2020-05-11,2020,45.25,0,0,1.5,46.75,18.5,24
No Charge,2020-05-13,2020,530,10,3.75,0,543.75,0,0
No Charge,2020-05-14,2020,21.19,0,0,0,21.19,0,0
No Charge,2020-05-15,2020,25.75,0,0,0,25.75,0,0
No Charge,2020-05-16,2020,26.75,0,0,0,26.75,0,0
No Charge,2020-05-18,2020,26.75,0,0,0,26.75,0,0
No Charge,2020-05-19,2020,1100,0,0,0,1100,0,0
No Charge,2020-05-20,2020,225.25,0,0,0,225.25,0,0
No Charge,2020-05-21,2020,60,0,0,0,60,0,0
No Charge,2020-05-22,2020,71.6,0,0,0,71.6,0,0
No Charge,2020-05-23,2020,14,0,0,0,14,0,0
No Charge,2020-05-25,2020,51.35,7,0,0,58.35,0.9,3
No Charge,2020-05-26,2020,228.79999999999998,1.7,0,1,231.5,10.8,90
No Charge,2020-05-27,2020,48.5,0,0,0,48.5,0,0
No Charge,2020-05-29,2020,23.5,0,0,4,27.5,0,1
No Charge,2020-05-30,2020,6.25,0,0,0,6.25,0,0
No Charge,2020-05-31,2020,125,11,0,0,136,0,0
No Charge,2020-06-01,2020,166.75,0,0,0,166.75,1.6,7
No Charge,2020-06-02,2020,95,0,0,0,95,0,0
No Charge,2020-06-03,2020,224.5,0,0,0,224.5,0,0
No Charge,2020-06-04,2020,103.35,10,0,0,113.35,0,0
No Charge,2020-06-05,2020,14.8,3,0,0,17.8,0,0
No Charge,2020-06-06,2020,6.75,0,0,4,10.75,0,12
No Charge,2020-06-08,2020,46.25,2.5,0,0,48.75,2.9,10
No Charge,2020-06-10,2020,11.5,0,0,0,11.5,0,0
No Charge,2020-06-12,2020,54.5,0,0,4,58.5,17.8,33
No Charge,2020-06-13,2020,90.5,0,0,0,90.5,0,20
No Charge,2020-06-15,2020,34.25,5,0,0,39.25,0,0
No Charge,2020-06-17,2020,250.16,0,0,0,250.16,0.4,20
No Charge,2020-06-18,2020,6.5,0,0,0,6.5,0,0
No Charge,2020-06-19,2020,3.25,0,0,0,3.25,0,0
No Charge,2020-06-21,2020,88.5,0,0,0,88.5,0,0
No Charge,2020-06-22,2020,7,0,0,0,7,0,0
No Charge,2020-06-23,2020,88,6.65,0,27,121.65,27.299999999999997,86
No Charge,2020-06-24,2020,41.4,0,0,0,41.4,2,5
No Charge,2020-06-25,2020,173.75,0,0,4.5,178.25,0.5,46
No Charge,2020-06-26,2020,73,0.5,0,4,77.5,27.3,9
No Charge,2020-06-27,2020,16,0,0,0,16,0.9,12
No Charge,2020-06-28,2020,110,0,0,11,121,0,53
No Charge,2020-06-29,2020,245.5,0,4,35,284.5,5,65
No Charge,2020-06-30,2020,35.5,4.44,0,4.44,44.38,0,0
No Charge,2020-07-01,2020,264.25,0,0,0,264.25,3.7,12
No Charge,2020-07-02,2020,130.75,0,0,16,146.75,0.1,135
No Charge,2020-07-03,2020,192,6,0,19,217,18.5,86
No Charge,2020-07-04,2020,206,0,0,0,206,88.4,91
No Charge,2020-07-05,2020,183,0,0,5.5,188.5,0,28
No Charge,2020-07-06,2020,137.25,0,0,41,178.25,0,101
No Charge,2020-07-07,2020,61.75,0,0,5,66.75,2.8,36
No Charge,2020-07-08,2020,301.9,11,0,18,330.9,18.3,48
No Charge,2020-07-09,2020,300.75,0,0,5,305.75,15.9,30
No Charge,2020-07-10,2020,141.25,0,0,14,155.25,15.5,74
No Charge,2020-07-11,2020,200,0,10,100,310,0,1
No Charge,2020-07-12,2020,277,0,12,52,341,38.5,114
No Charge,2020-07-13,2020,84,0,0,0,84,2.8,11
No Charge,2020-07-14,2020,51.25,0,0,0.01,51.260000000000005,11.2,36
No Charge,2020-07-15,2020,41.75,0,0,5,46.75,8.8,70
No Charge,2020-07-16,2020,83.5,0,3,9.5,96,0,45
No Charge,2020-07-17,2020,729,0,0,0,729,0,3
No Charge,2020-07-18,2020,280,0,0,0,280,0,0
No Charge,2020-07-19,2020,88.5,0,0,14,102.5,34.8,59
No Charge,2020-07-20,2020,161.5,0,0,0,161.5,17.7,81
No Charge,2020-07-21,2020,93.5,0,9,30,132.5,3.2,47
No Charge,2020-07-22,2020,49,5,0,4,58,14.1,32
No Charge,2020-07-23,2020,747.55,1,0,6,754.55,1.2,33
No Charge,2020-07-24,2020,40,0,0,0,40,0,0
No Charge,2020-07-25,2020,26,0,0,18,44,0.1,11
No Charge,2020-07-26,2020,143.75,0,0,51,194.75,16.2,73
No Charge,2020-07-27,2020,18.5,0,0,0.5,19,0.9,8
No Charge,2020-07-28,2020,8.8,0,0,0,8.8,0,0
No Charge,2020-07-30,2020,72.75,0,0,6,78.75,7.1,47
No Charge,2020-07-31,2020,139,0,0,8,147,12.399999999999999,73
No Charge,2020-08-02,2020,35,0,0,5,40,13.2,33
No Charge,2020-08-03,2020,136.5,0,0,4,140.5,16.1,42
No Charge,2020-08-04,2020,36,0,4,16,56,2.9,25
No Charge,2020-08-05,2020,284.25,0,0,9,293.25,0,36
No Charge,2020-08-06,2020,344.75,0,0,0,344.75,0.6,29
No Charge,2020-08-07,2020,102.5,0,3,20,125.5,4.1000000000000005,78
No Charge,2020-08-09,2020,37.5,0,0,0,37.5,4.6,25
No Charge,2020-08-10,2020,240.75,5,0,4,249.75,19.6,70
No Charge,2020-08-11,2020,101,0,0,0,101,5.1,28
No Charge,2020-08-12,2020,53.5,14.45,0,5,72.95,15.7,62
No Charge,2020-08-13,2020,89.5,0,0,5,94.5,0,32
No Charge,2020-08-14,2020,157.2,0,0,24,181.2,1.5,124
No Charge,2020-08-15,2020,24.75,0,0,1,25.75,6.9,27
No Charge,2020-08-16,2020,78.5,1,0,12.5,92,0,35
No Charge,2020-08-17,2020,6.25,0,0,1,7.25,0,8
No Charge,2020-08-18,2020,49.25,0,0,0,49.25,14.700000000000001,39
No Charge,2020-08-19,2020,21.5,0,0,2,23.5,2.5,23
No Charge,2020-08-20,2020,17.5,0,0,0,17.5,0,20
No Charge,2020-08-21,2020,169.5,0,3.5,10,183,2.6,92
No Charge,2020-08-22,2020,40,0,0,2,42,9,38
No Charge,2020-08-24,2020,95.5,0,9,31,135.5,21.5,40
No Charge,2020-08-25,2020,4.25,0,0,0,4.25,0.4,2
No Charge,2020-08-26,2020,104.25,0,0,0,104.25,8.1000000000000014,35
No Charge,2020-08-28,2020,37.5,0,0,0,37.5,2.2,18
No Charge,2020-08-30,2020,97,0,0,59,156,40.8,43
No Charge,2020-08-31,2020,105.75,0,0,0,105.75,0,0
No Charge,2020-09-01,2020,10.75,0,0,0,10.75,1.3,8
No Charge,2020-09-02,2020,24.25,0,0,0,24.25,4.6999999999999993,27
No Charge,2020-09-03,2020,143.5,0,1.9,14,159.4,13.1,58
No Charge,2020-09-05,2020,225,0,0,25.5,250.5,28.7,31
No Charge,2020-09-06,2020,161.5,6,0,0,167.5,46.2,53
No Charge,2020-09-07,2020,119.6,5,0,10,134.6,15.8,45
No Charge,2020-09-08,2020,29.75,0,0,11,40.75,8.2,20
No Charge,2020-09-09,2020,170.5,0,0,0,170.5,68.7,122
No Charge,2020-09-10,2020,256.5,0,0,5,261.5,57.2,113
No Charge,2020-09-11,2020,232.6,1,0,0,233.6,6.2,21
No Charge,2020-09-12,2020,116.4,0,0,6.5,122.9,25.6,54
No Charge,2020-09-13,2020,40,0,0,0,40,0,0
No Charge,2020-09-14,2020,57,0,0,0,57,3.7,30
No Charge,2020-09-15,2020,39.3,0,0,2,41.3,14.200000000000001,8
No Charge,2020-09-16,2020,132.1,0,0,0,132.1,3.0999999999999996,33
No Charge,2020-09-17,2020,130.5,0,0,41.5,172,22.200000000000003,121
No Charge,2020-09-18,2020,143.5,0,0,5.5,149,23.700000000000003,64
No Charge,2020-09-19,2020,99.75,0,0,5.5,105.25,33.5,76
No Charge,2020-09-20,2020,43.75,0,0,1,44.75,0,18
No Charge,2020-09-21,2020,147,0,0,18.5,165.5,47.499999999999993,82
No Charge,2020-09-22,2020,142.5,0,0,3.5,146,16,41
No Charge,2020-09-23,2020,491.5,0,0,2,493.5,9,40
No Charge,2020-09-24,2020,97.25,0,0,6,103.25,22.8,70
No Charge,2020-09-25,2020,67.509999999999991,0,0,2,69.509999999999991,13.5,47
No Charge,2020-09-26,2020,26.5,0,0,1,27.5,7.8000000000000007,29
No Charge,2020-09-27,2020,19.9,0,0,5,24.9,0,16
No Charge,2020-09-28,2020,130.5,0,0,3.5,134,20.5,78
No Charge,2020-09-29,2020,123,0,0,19.58,142.57999999999998,12.2,93
No Charge,2020-09-30,2020,242.5,5.5,0,13,261,65.7,201
